"jerarquia";"cod_especie";"nombre_corto";"nombre_largo";"cotiza";"fecha_emision";"fecha_vencimiento";"diasmes";"diasanio";"cod_especie_sab";"cod_emisor";"tipo_especie";"cod_especie_mae";"isin";"pais_origen";"cod_tip_flujo";"tipo_moneda";"cod_moneda_pago";"cod_tip_emisor";"partition_date"
"002001001015000";EUR07;BONOS EURO 2007;Bonos Externos Globales de la Rep. Arg. en Euros vto. 26/01/2007 -10,25%-;USD;"26/01/2000";"26/01/2007";REA;REA;"1626";RA;B;EE07F;DE0004509005;;XXXX;;;;"2024-03-27"
"003015004005000";FO88;SUP EUROPA U$S;"SUPERFONDO EUROPA ""B"" U$S";USD;;;;;FO88;;B;;FO88;;XXXX;;;;"2024-03-27"
"003015004006000";FO26;SUP AMERICA U$S;"SUPERFONDO AMERICA ""A"" U$S";USD;;;;;FO26;;B;;FO26;;XXXX;;;;"2024-03-27"
"003015004007000";FO86;SUP AMER B U$S;"SUPERFONDO AMERICA ""B"" U$S";USD;;;;;FO86;;B;;FO86;;XXXX;;;;"2024-03-27"
"004310000000000";ORI06;ORI VVDA 2002;CP Origenes Vivienda Serie 6 en $ vto. 18/01/2002;ARS;"18/01/2001";"18/01/2002";"30";"365";"3547";;B;ORIV6;ARORIG050062;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004028000";FOM10;FORMOSA 2010;Bono de la Pcia. de Formosa en u$s vto. 01/07/2010 Tasa Flotante - PESIFICADO A 1,40;ARS;"01/07/1997";"01/08/2010";REA;REA;"2115";;B;FM001;ARPFRM030035;ARGENTINA;XXXX;;;;"2024-03-27"
"002009037000000";UMS11;MEXICO 14/1/11;GLOBALES UNITED MEXICAN STATES VTO. 14/01/2011 TASA 8,375%;USD;"16/01/2001";"14/01/2011";"30";"360";"1944";;B;;US91086QAF54;MEXICO;XXXX;;;;"2024-03-27"
"002001001027000";BGL31;GLOBALES 2031;Bonos Externos Globales de la Rep. Arg. en u$s vto. 31/01/2031 -12%-;USD;"31/01/2001";"31/01/2031";"30";"360";"1957";RA;B;GE31D;USP8055KGV19;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004017000";GLOPA;GLOBO PART 2006;GLOBO COMMUNICACOES PARTICULARES GLOPAR TASA 10,5% VTO 20/12/2006;USD;"20/12/1996";"20/12/2006";"30";"360";"30728";;B;;US37957TAB70;BRAZIL;XXXX;;;;"2024-03-27"
"002004004018000";VOTRE;VOTORANTIM;Voto - Votorantim en u$s vto. 27/06/2005 Tasa 8,5% Registrados;USD;"27/12/2000";"27/06/2005";"30";"360";"1386";;B;;USN93989AA48;BRZIL;XXXX;;;;"2024-03-27"
"002004004019000";CEMIG;CEMIG 2004 REG;CIA ENERGIA MINAS GERAIS REGISTRADOS VTO 18/11/2004 EN DOLARES TASA 9,125%;USD;"18/11/1996";"18/11/2004";"30";"360";"30672";;B;;USP3056VAA90;BRAZIL;XXXX;;;;"2024-03-27"
"004172000000000";LETE86;VENCIDA 86;LETRAS DEL TESORO EN DOLARES VTO 27/04/2001;USD;"26/01/2001";"27/04/2001";REA;"360";"5086";RA;B;LE86;ARARGE033035;ARGENTINA;XXXX;;;;"2024-03-27"
"004209000000000";PBA4/1;VENCIDA PBA4/1;PROVINCIA DE BUENOS AIRES VTO 23/04/2001 EN DOLARES ZERO CUPON;USD;"12/04/2000";"23/04/2001";"30";"360";"1956";;B;PX18D;XS0121307598;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004020000";EIB04;EIB 20/12/2004;EUROPEAN INVESTMENT BANK EIB 8,25% VTO 20/12/2004 EN USD;USD;"20/12/1994";"20/12/2004";"30";"360";"1958";;B;;XS0054636963;SNAT;XXXX;;;;"2024-03-27"
"004174000000000";LETE87;VENCIDA 87;LETRAS DEL TESORO EN DOLARES VTO 10/08/2001;USD;"09/02/2001";"10/08/2001";REA;"360";"5087";RA;B;LE87;ARARGE033050;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002172000";CIT10;CITIGROUP;CITIGROUP INC EN DOLARES VTO 01/10/2010 TASA 7,25%;USD;"11/10/2000";"01/10/2010";"30";"360";"1965";;B;;US172967AZ49;USA;XXXX;;;;"2024-03-27"
"002001001028000";BGL12;GLOBALES 2012;Bonos Externos Globales de la Rep. Arg. en u$s vto. 21/02/2012 -12,375%-;USD;"21/02/2001";"21/02/2012";"30";"360";"1974";RA;B;GF12D;US040114GD65;ARGENTINA;XXXX;;;;"2024-03-27"
"002001006008000";BT06;BONTES 2006;Bonos del Tesoro a mediano plazo vto. 15/05/2006 -11,75%- PESIFICADO A 1,40;ARS;"21/02/2001";"15/05/2006";"30";"360";"5309";RA;B;TY06F;ARARGE033076;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002173000";CEIP7;CEI07P-INTERMED;ESPECIE INTERMEDIA DE LA CEI07P;ARS;;;;;"8904";;B;;;;XXXX;;;;"2024-03-27"
"002004002175000";CIT1I;CIT002-INTERMED;ESPECIE INTERMEDIA DE LA CIT002;USD;;;;;"8902";;B;;;;XXXX;;;;"2024-03-27"
"002009038000000";GLOPR;GLOPAR REG 2006;GLOBO COMMUNICACOES PARTICULARES GLOPAR REGISTRADOS EN USD VTO 20/12/2006 TASA 10,5%;USD;"20/12/1996";"20/12/2006";"30";"360";"3047";;B;;USP47773AB55;BRAZIL;XXXX;;;;"2024-03-27"
"002004002178000";AL05P;ALTO PALERMO $;ALTO PALERMO SA REGISTRADOS EN PESOS VTO 07/04/2005 TASA 14,875%;ARS;"07/04/2000";"07/04/2005";"30";"360";"1972";;B;ALTOP;USP02451AA35;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002179000";GEN3;GENERAL ELECT;GENERAL ELECTRIC CAP CRP EN DOLARES TASA 6.81% VTO 03/11/2003;USD;"02/11/1999";"03/11/2003";"30";"360";"1978";;B;;US36962GUJ11;USA;XXXX;;;;"2024-03-27"
"002001002010000";BGTV4;BGTV 16/02/2004;Bonos del Gobierno en u$s tasa encuesta + 4,35% vto. 16/02/2004 - PESIFICADO A 1,40;ARS;"16/02/2001";"16/02/2004";REA;"365";"5411";RA;B;VEF4D;ARARGE033084;ARGENTINA;XXXX;;;;"2024-03-27"
"004320000000000";ORI07;ORI VVDA 2/2002;CP Origenes Vivienda Serie 7 en u$s vto. 19/02/2002;USD;"19/02/2001";"19/02/2002";REA;"360";"1986";;B;ORIV7;ARORIG050070;ARGENTINA;XXXX;;;;"2024-03-27"
"002001002011000";PGTV7;PGTV 16/02/2004;Pagares del Gobierno en u$s tasa encuesta + 4,35% vto. 16/02/2004;USD;"16/02/2001";"16/02/2004";"30";"360";;;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002009039000000";VEN05;VENEZUELA 2005;BONOS DE LA REPUBLICA DE VENEZUELA EN EUROS TASA 10,5% VTO 23/03/2005;EUR;"23/03/2000";"23/03/2005";REA;REA;"1989";;B;;DE0001070324;VENEZUELA;XXXX;;;;"2024-03-27"
"004177000000000";LETE88;VENCIDA 88;LETRAS DEL TESORO EN DOLARES VTO 24/05/2001;USD;"23/02/2001";"24/05/2001";REA;"360";"5088";;B;LE88;ARARGE033100;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004021000";DET05;DEUTSCH TELECOM;GLOBAL DEUTSCHE TELECOM INT FIN EN EUROS VTO 6/7/2005 TASA 6,125%;EUR;"06/07/2000";"06/07/2005";REA;REA;"1994";;B;;XS0113743289;;XXXX;;;;"2024-03-27"
"002004004022000";DAIM4;DAIMLER 2004;GLOBAL DAIMLER CHRYSLER NA HOLDING EN EUROS VTO 19/01/2004 TASA 6%;EUR;"18/01/2001";"19/01/2004";REA;REA;"1993";;B;;US233835AR80;USA;XXXX;;;;"2024-03-27"
"002009040000000";BRAS6;REP BRASIL 2006;GLOBAL DE LA REP DE BRAZIL EN DOLARES VTO 11/01/2006 TASA 10,25%;USD;"11/01/2001";"11/01/2006";"30";"360";"1940";;B;;US105756AQ37;BRAZIL;XXXX;;;;"2024-03-27"
"002009041000000";UMS10;MEXICAN 2010;UNITED MEXICAN STATES GLOBAL EN DOLARES VTO 01/02/2010 TASA 9,875%;USD;"28/01/2000";"01/02/2010";"30";"360";"1947";;B;;US91086QAD07;MEXICO;XXXX;;;;"2024-03-27"
"002009048000000";ITA03;ITALY 19/6/2003;REPUBLICA DE ITALIA EN EUROS VTO 19/06/2003 TASA 5,25%;EUR;"19/06/2000";"19/06/2003";REA;REA;"1998";;B;;XS0112900351;ITALIA;XXXX;;;;"2024-03-27"
"002009049000000";GLO8R;GLOPAR 2008 REG;GLOBO COMMUNICACOES PART REGISTRADOS VTO 5/12/2008 TASA 10,625%;USD;"19/03/1998";"05/12/2008";"30";"360";"1999";;B;;USP47773AD12;BRAZIL;XXXX;;;;"2024-03-27"
"004254000000000";TREA01;VENCIDA TREA01;TREASURY BILL BONOS DEL GOBIERNO DE USA EN DOLARES ZERO CUPON VTO 15/03/2001;USD;"14/09/2000";"15/03/2001";REA;"360";"1927";;B;;US912795FX43;USA;XXXX;;;;"2024-03-27"
"002009042000000";UMS6;UMS 02/02/2006;GLOBAL UNITED MEXICAN STATES EN DOLARES VTO 1/2/2006 TASA 8,5%;USD;"01/08/2000";"01/02/2006";"30";"360";"2000";;B;;US91086QAE89;MEXICO;XXXX;;;;"2024-03-27"
"002009050000000";TR17;TREASURY 2003;TREASURY NOTES 5,50% VTO 31/01/2003 EN DOLARES;USD;"02/02/1998";"31/01/2003";REA;REA;"2003";;B;;US9128273V27;USA;XXXX;;;;"2024-03-27"
"002009043000000";UMS09;MEXICAN 2009;UNITED MEXICAN STATES EN DOLARES VTO 17/02/2009 TASA 10,375%;USD;"19/02/1999";"17/02/2009";"30";"360";"1548";;B;;US593048BG58;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004024000";FAN07;FANNIE 07/2007;FANNIE MAE EN DOLARES TASA 6,74% VTO 09/07/2007;USD;"07/07/1997";"09/07/2007";"30";"360";"2004";;B;;US31364CZ840;USA;XXXX;;;;"2024-03-27"
"002004004025000";FAN6;FANNIE MAE 2/06;FANNIE MAE EN DOLARES TASA 5,5% VTO 15/02/2006;USD;"23/02/2001";"15/02/2006";"30";"360";"2005";;B;;US31359MHB28;USA;XXXX;;;;"2024-03-27"
"002004004026000";FAN7;FANNIE MAE 2007;FANNIE MAE EN DOLARES TASA 6.52% VTO 11/7/2007;USD;"11/07/1997";"11/07/2007";"30";"360";"2008";;B;;US31364C2H09;USA;XXXX;;;;"2024-03-27"
"004190000000000";CPORI8;VENCIDA CPORI8;CP ORIGENES VIVIENDA SERIE 8 EN DOLARES VTO 10/09/2001 ZERO CUPON;USD;"12/03/2001";"10/09/2001";REA;"360";"3577";;B;ORIV8;ARORIG050088;ARGENTINA;XXXX;;;;"2024-03-27"
"002004001042000";ABNII;ABN AMRO CAP II;ABN AMRO CAP FUND TST II EN DOLARES TASA 7,125%;USD;"01/04/1999";;"30";"360";"6764";;B;;US00371T2069;USA;XXXX;;;;"2024-03-27"
"002001004002000";LE90;Le 90 15/03/02;Letras del Tesoro en u$s vto. 15/03/2002 - PESIFICADO A 1,40;ARS;"16/03/2001";"15/03/2002";REA;"360";"5090";RA;B;LE90;ARARGE033134;ARGENTINA;XXXX;;;;"2024-03-27"
"004111000000000";BHN01;BCO HIPOT 2001;BANCO HIPOTECARIO SA EN EUROS VTO 7/5/2001 TASA 8%;EUR;"07/05/1998";"07/05/2001";"30";"360";"2009";;B;;XS0086698486;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004027000";EURIN;EUROPEAN INVEST;EUROPEAN INVESTMENT BK EN DOLARES VTO 21/01/2003 TASA 6,75%;USD;"21/01/2000";"21/01/2003";"30";"360";"2010";;B;;XS0106471427;;XXXX;;;;"2024-03-27"
"002004004028000";MSD03;MORGAN STANLEY;MORGAN STANLEY DEAN WITTER EN DOLARES VTO 15/1/2003 TASA 7,125%;USD;"23/12/1999";"15/01/2003";"30";"360";"2011";;B;;US617446DS57;USA;XXXX;;;;"2024-03-27"
"002004004029000";GE02;GENERAL ELECTR;GENERAL ELECTRIC CAP CORP EN DOLARES VTO 18/11/2002 TASA 5,35%;USD;"17/11/1998";"18/11/2002";"30";"360";"2012";;B;;US36962GRB22;USA;XXXX;;;;"2024-03-27"
"002004004030000";INTFI;INT FINANCE;INTERNATIONAL FINANCE CORPORATION EN DOLARES VTO 25/11/2003 TASA 5%;USD;"25/11/1998";"25/11/2003";"30";"360";"2013";;B;;XS0092703296;USA;XXXX;;;;"2024-03-27"
"004260000000000";TREA7;VENCIDA TREA7;TREASURY BILL EN DOLARES VTO 12/7/2001;USD;"11/01/2001";"12/07/2001";REA;"360";"2015";;B;;US912795HC87;USA;XXXX;;;;"2024-03-27"
"004259000000000";TREA5;VENCIDA TREA5;TREASURY BILL EN DOLARES VTO 17/05/2001;USD;"16/11/2000";"17/05/2001";REA;"360";"1915";;B;;US912795GG01;USA;XXXX;;;;"2024-03-27"
"004257000000000";TREA3;VENCIDA TREA3;TREASURY BILL EN DOLARES VTO 29/03/2001;USD;"28/09/2000";"29/03/2001";REA;"360";"2017";;B;;US912795FZ90;USA;XXXX;;;;"2024-03-27"
"004249000000000";TREA/4;VENCIDA TREA/4;TREASURY BILL EN DOLARES VTO 5/4/2001;USD;"05/10/2000";"05/04/2001";REA;"360";"2018";;B;;US912795GA31;USA;XXXX;;;;"2024-03-27"
"004251000000000";TREA/5;VENCIDA TREA/5;TREASURY BILL EN DOLARES VTO 3/05/2001;USD;"02/11/2000";"03/05/2001";REA;"360";"2019";;B;;US912795GE52;USA;XXXX;;;;"2024-03-27"
"004261000000000";TREA9;TREASURY BILL9;TREASURY BILL EN DOLARES VTO 20/09/2001;USD;"22/03/2001";"20/09/2001";REA;"360";"2020";;B;;US912795HP90;USA;XXXX;;;;"2024-03-27"
"002009044000000";UMA19;UMS A 31/12/19;"UNITED MEXICAN STATES EN DOLARES SERIE ""A"" VTO 31/12/2019 TASA 6,25%";USD;"28/03/1990";"31/12/2019";"30";"360";"2022";;B;;XS0015157992;MEXICAN;XXXX;;;;"2024-03-27"
"002009045000000";UM19;UMS B 30/12/19;"UNITED MEXICAN STATES SERIE ""B"" EN DOLARES VTO 31/12/2019 TASA 6,25%";USD;"28/03/1990";"31/12/2019";"30";"360";"2023";;B;;XS0015158024;MEXICO;XXXX;;;;"2024-03-27"
"002004004035000";GE07;GEN ELECTRIC 07;GENERAL ELECTRIC CAP CORP EN DOLARES VTO 10/12/2007 TASA 6,5%;USD;"08/12/2000";"10/12/2007";"30";"360";"2026";;B;;US36962GVW13;USA;XXXX;;;;"2024-03-27"
"002004004037000";WAL09;WAL MART 2009;WAL MART STORES EN DOLARES VTO 10/8/2009 TASA 6,875%;USD;"10/08/1999";"10/08/2009";"30";"360";"2027";;B;;US931142BE24;USA;XXXX;;;;"2024-03-27"
"004247000000000";TREA/1;VENCIDA TREA/1;TREASURY BILL EN DOLARES VTO 31/05/2001;USD;"01/06/2000";"31/05/2001";REA;"360";"2028";;B;;US912795GJ40;USA;XXXX;;;;"2024-03-27"
"004179000000000";LETE91;VENCIDA 91;LETRAS DEL TESORO EN DOLARES VTO 29/6/2001;USD;"30/03/2001";"29/06/2001";REA;"360";"5091";RA;B;LE91;ARARGE033142;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004038000";FAN09;FANNIE MAE 2009;FANNIE MAE EN DOLARES VTO 15/06/2009 TASA 6,375%;USD;"08/06/1999";"15/06/2009";"30";"360";"2029";;B;;US31359MEV19;USA;XXXX;;;;"2024-03-27"
"002004004040000";FOR04;FORD MOTOR 2004;FORD MOTOR CREDIT CO EN DOLARES VTO 23/8/2004 TASA 5,75%;USD;"23/02/1999";"23/08/2004";"30";"360";"2031";;B;;US345397SH76;USA;XXXX;;;;"2024-03-27"
"004269000000000";LETE92;L VTO 12/10/01;LETRAS DEL TESORO EN DOLARES VTO 12/10/2001;USD;"16/04/2001";"12/10/2001";REA;"360";"5092";RA;B;LE92;ARARGE033167;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002182000";VALE5;V DE LAS LE?AS;VALLE DE LA LE?AS SA (SIN COTIZACION) EN DOLARES VTO 31/10/2005 FLOTING - PESIFICADO A 1;ARS;"08/03/2000";"31/10/2005";"30";"360";"2038";VALLELE;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002009060000000";RAU9;REP AUSTRIA 09;BONOS DE LA REPUBLICA DE AUSTRIA EN DOLARES VTO 5/10/2009 TASA 5,25%;USD;"05/01/1999";"05/10/2009";"30";"360";"2033";;B;;XS0092819753;AUSTRIA;XXXX;;;;"2024-03-27"
"002009072000000";BRA24;BRAZIL 2024;BONOS DE LA REPUBLICA DE BRAZIL EN DOLARES VTO 15/4/2024 TASA 8,875%;USD;"21/04/2001";"15/04/2024";"30";"360";"2034";BRASIL;B;;US105756AR10;BRAZIL;XXXX;;;;"2024-03-27"
"002004004041000";TEC08;TELECOM 2008;TELECOM FRANCE EN DOLARES VTO 20/5/2008 TASA 6%;USD;"20/05/1998";"20/05/2008";"30";"360";"2036";TELECOM;B;;XS0087195193;FRANCIA;XXXX;;;;"2024-03-27"
"004256000000000";TREA1;VENCIDA TREA1;TREASURY BILL VTO 5/7/2001;USD;"04/01/2001";"05/07/2001";REA;"360";"2037";;B;;US912795HA22;USA;XXXX;;;;"2024-03-27"
"002004004042000";GLOP8;GLOBO PAR 2008;GLOBO COMMUNIC PAR GLOPAR EN DOLARES 10,625% VTO 5/12/2008;USD;"19/03/1998";"05/12/2008";"30";"360";"30721";;B;;US37957TAC53;BRAZIL;XXXX;;;;"2024-03-27"
"004267000000000";TREA10;TREASURY 10/01;TREASURY BILL EN DOLARES VTO 11/10/2001;USD;"12/04/2001";"11/10/2001";REA;"360";"2039";;B;;US912795GS49;USA;XXXX;;;;"2024-03-27"
"002009074000000";EIB03;EIB 15/2/2003;EUROPEAN INVESTMENT BANK EIB VTO 15/02/2003 TASA 4,5% EN EUROS;EUR;"15/02/1999";"15/02/2003";REA;REA;"2040";;B;;XS0093665551;SNAT;XXXX;;;;"2024-03-27"
"004288000000000";TR31;TREASURY 11/01;TREASURY BILL EN DOLARES VTO 29/11/2001;USD;"30/11/2000";"29/11/2001";REA;"360";"1968";;B;;US912795HM69;USA;XXXX;;;;"2024-03-27"
"002004004043000";FAN10;FANNIE MAE 2010;FANNIE MAE EN DOLARES VTO 15/11/2010 TASA 6,625%;USD;"03/11/2000";"15/11/2010";"30";"360";"2044";;B;;US31359MGJ62;;XXXX;;;;"2024-03-27"
"002004005012000";RADA1;FF Radar I;Fideicomiso Financiero Radar 1ra serie en u$s Floting Rate;USD;"24/04/2001";"24/04/2003";;;"3589";RA;B;RADA1;ARFTNY080424;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004044000";FAN04;FANNIE 10/2004;FANNIE MAE EN DOLARES VTO 18/10/2004 TASA 7,10%;USD;"18/10/1999";"18/10/2004";"30";"360";"1776";;B;;US31359MFA62;USA;XXXX;;;;"2024-03-27"
"002001002002000";BFLS1;BG FLOT SERIE I;Bonos del Gobierno Tasa Flotante Serie I en u$s vto. 24/04/2003 - PESIFICADO A 1,40;ARS;"24/04/2001";"24/04/2003";REA;"365";"5413";RA;B;VBA3D;ARARGE033266;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004045000";DUP04;DUPONT NEMOURS;E.I. DUPONT DE NEMOURS EN DOLARES VTO 15/10/2004 TASA 6,75% EN DOLARES;USD;"20/10/1999";"15/10/2004";"30";"360";"1684";;B;;US263534BH17;USA;XXXX;;;;"2024-03-27"
"002004004046000";WAL04;WAL MART 2004;WAL MART STORES EN DOLARES TASA 6,55 VTO 10/8/2004;USD;"10/08/1999";"10/08/2004";"30";"360";"2048";;B;;US931142BD41;USA;XXXX;;;;"2024-03-27"
"004188000000000";MEXCET;VENCIDA MEXCET;MEXICAN CETES VTO 14/6/2001 ZERO CUPON;USD;"15/06/2000";"14/06/2001";REA;"360";"2049";;B;;MXP37111GYB0;MEXICAN;XXXX;;;;"2024-03-27"
"002009054000000";TR20;TREASURY 8/2007;TREASURY N/B EN DOALRES VTO 15/08/2007 TASA  6,125%;USD;"15/08/1997";"15/08/2007";REA;REA;"2050";;B;;US9128273E02;USA;XXXX;;;;"2024-03-27"
"002009061000000";RAU6;AUSTRIA 2006;REPUBLICA DE AUSTRIA EN DOLARES VTO 28/04/2006 TASA 5,5%;USD;"28/04/1999";"28/04/2006";"30";"360";"3000";;B;;XS0096779417;AUSTRIA;XXXX;;;;"2024-03-27"
"002004004047000";GE05;GEN ELECT 2005;GENERAL ELECTRIC CAP CRP GE EN EUROS TASA 5,25% VTO 16/8/2005;EUR;"03/02/2000";"16/08/2005";REA;REA;"3001";;B;;XS0106518169;USA;XXXX;;;;"2024-03-27"
"002003004033000";CHAC8;PROV CHACO 2008;PROVINCIA DEL CHACO EN DOLARES TASA FLOTANTE VTO 31/8/2008 - PESIFICADO A 1,40;ARS;"31/08/1992";"31/08/2008";REA;"365";"2103";;B;CHC02;ARPCHA030034;ARGENTINA;XXXX;;;;"2024-03-27"
"004409000000000";SCOT2;SCOTIABANK 2002;SCOTIABANK QUILMES BNS EN DOLARES TASA FLOTANTE VTO 14/6/2002;USD;"14/12/1999";"14/06/2002";REA;"360";"3002";;B;SCOTC;XS0104639710;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004048000";PTMX7;PET MEXICR 2007;PETROLEOS MEXICANOS REGISTRADOS EN DOLARES TASA 9% VTO 1/6/2007;USD;"20/06/1997";"01/06/2007";"30";"360";"3004";;B;;USP78628AC15;MEXICO;XXXX;;;;"2024-03-27"
"002009046000000";UMS8R;UMS 2008 REGIST;UNITED MEXICAN STATES REGISTRADOS EN EUROS TASA 7,375% VTO 13/3/2008;EUR;"13/01/2001";"13/03/2008";REA;REA;"3005";;B;;XS0126200988;MEXICO;XXXX;;;;"2024-03-27"
"002004004050000";MGN04;MORGAN ST 2004;MORGAN STANLEY DEAN WITTER EN DOLARES TASA 5,625% VTO 20/01/2004;USD;"20/01/1999";"20/01/2004";"30";"360";"1796";;B;;US617446DE61;USA;XXXX;;;;"2024-03-27"
"002004004051000";CIT04;CITIGROUP 2004;CITIGROUP EN DOLARES TASA 5,7% VTO 6/2/2004;USD;"07/02/2001";"06/02/2004";"30";"360";"3006";;B;;US172967BD28;USA;XXXX;;;;"2024-03-27"
"002009055000000";TR18;TREASURY 2006;US TREASURY EN DOLARES TASA 5,625% VTO 15/02/2006;USD;"15/02/1996";"15/02/2006";REA;"365";"3008";;B;;US912827W814;USA;XXXX;;;;"2024-03-27"
"002001002012000";BPATB;B PATRIOTICOS B;Letras Externas de la Rep. Arg. en u$s - Badlar + 2,98%- vto. 11/05/2004;USD;"11/05/2001";"11/05/2004";REA;"365";"7652";RA;B;VBY4D;XS0129308796;ARGENTINA;XXXX;;;;"2024-03-27"
"002001002013000";BPATE;B PATRIOTICOS E;Letras Externas de la Rep. Arg. en u$s -encuesta + 4,95%- vto. 11/05/2004;USD;"11/05/2001";"11/05/2004";REA;"365";"7653";RA;B;VEY4D;XS0129308101;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002185000";LNE2;L NEGRA 9/2002;Loma Negra en u$s Registrados vto. 25/09/2002 Tasa Flotante;USD;"25/09/1997";"25/09/2002";REA;"360";"1560";LOMANEGRA;B;;US54149NAA63;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002186000";LNE02;L NEGRA 30/9/02;Loma Negra en u$s Registrados vto. 30/09/2002 Tasa Flotante;USD;"30/04/1998";"30/09/2002";REA;"360";"1561";LOMANEGRA;B;;US54149NAB47;ARGENTINA;XXXX;;;;"2024-03-27"
"002009082000000";SBASI;SBASICO 28/7/05;SANEAMIENTO BASICO REGISTRADOS EN DOLARES TASA 10% VTO 28/07/2005;USD;"28/07/1997";"28/07/2005";"30";"360";"30756";;B;;USP3055LAA28;BRAZIL;XXXX;;;;"2024-03-27"
"002009079000000";TR26;TREASURY 5/2006;US TREASURY N/B EN DOLARES TASA 4,625% VTO 15/05/2006;USD;"15/05/2001";"15/05/2006";REA;REA;"3015";;B;;US9128276X55;USA;XXXX;;;;"2024-03-27"
"002004002187000";N3017;NORTE 2004;SUPERMERCADOS NORTE REGISTRADOS EN DOLARES VTO 9/02/2004 TASA 10,875%;USD;"07/02/1997";"09/02/2004";"30";"360";"3017";;B;;"3017";ARGENTINA;XXXX;;;;"2024-03-27"
"004180000000000";LETE93;VENCIDA 93;LETRAS DEL TESORO EN DOLARES VTO 24/8/2001;USD;"24/05/2001";"24/08/2001";REA;"360";"5093";RA;B;LE93;ARARGE033308;ARGENTINA;XXXX;;;;"2024-03-27"
"002009063000000";FA10;FANNIE MAE 9/10;FANNIE MAE EN DOLARES TASA 7,75% VTO 21/9/2010;USD;"21/09/2000";"21/09/2010";"30";"360";"3019";;B;;US31364KVQ02;USA;XXXX;;;;"2024-03-27"
"002001001030000";BGL08;GLOBALES EN USD;Bonos Externos Globales de la Rep. Arg. en u$s vto. 19/12/2008.;USD;"19/06/2001";"19/12/2008";"30";"360";"7658";RA;B;GD08D;US040114GF14;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004053000";TEMEX;TEL MEXIC 2006;TELEFONOS DE MEXICO S.A. EN DOLARES REGISTRADOS VTO 26/01/2006 TASA 8,25;USD;"26/01/2001";"26/01/2006";"30";"360";"3029";;B;;USP9048DAK56;MEXICO;XXXX;;;;"2024-03-27"
"002001005008000";PRO9;BOCON PRO9;Bono Consolidacion Deuda en Moneda Nac. 5ta Serie vto. 15/04/2007 -6,856%-;ARS;"15/04/2001";"15/04/2007";REA;REA;"2441";RA;B;PRO9;ARARGE033225;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004054000";GE03;GEN ELECT 2003;GENERAL ELECTRIC CAP CORP EN EUROS VTO 31/07/2003 TASA 5;EUR;"31/01/2000";"31/07/2003";REA;REA;"1898";;B;;XS0106327736;USA;XXXX;;;;"2024-03-27"
"002009062000000";RAU4E;AUSTRIA EUROS;BONOS DE LA REPUBLICA DE AUSTRIA EN EUROS VTO 15/2/2004 TASA 5,875%;EUR;"15/02/1994";"15/02/2004";REA;REA;"3035";;B;;AT0000382932;AUSTRIA;XXXX;;;;"2024-03-27"
"002009064000000";FAN4;FANNIE MAE 8/04;FANNIE MAE EN DOLARES VTO 15/8/2004 TASA 6,5%;USD;"06/08/1999";"15/02/2004";"30";"360";"1916";;B;;US31359MEX74;USA;XXXX;;;;"2024-03-27"
"004252000000000";TREA/8;TREASURY 8/2001;TRASURY BILL EN DOLARES VTO 31/8/2001;USD;"31/08/2000";"30/08/2001";REA;"360";"1926";;B;;US912795HL86;USA;XXXX;;;;"2024-03-27"
"002001002004000";BGTV7;BGTV PAGARES 06;Bono del Gobierno en u$s tasa encuesta + 5,80% vto. 19/06/2006 - PESIFICADO A 1,40;ARS;"19/06/2001";"19/06/2006";REA;"365";"5415";RA;B;VEJ6D;ARARGE033340;ARGENTINA;XXXX;;;;"2024-03-27"
"002009083000000";CELER;CENT ELECT 2005;CENTRALES ELECTRICAS BRASILERAS SA EN DOLARES REGISTRADOS VTO 09/06/2005 TASA 12%;USD;"09/06/2000";"09/06/2005";"30";"360";"1997";;B;;USP22927AB61;BRAZIL;XXXX;;;;"2024-03-27"
"002009065000000";FA9;FANNIE MAE 9/09;FANNIE MAE EN DOLARES VTO 15/1/2009 TASA 5,25%;USD;"15/07/1999";"15/07/2009";"30";"360";"3037";;B;;US31359MEK53;USA;XXXX;;;;"2024-03-27"
